ts_code,trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv,circ_mv
000537.SZ,20251204,8.43,17.2734,19.3885,0.8747,4.5366,3.7682,2.1352,2.9063,1742145.7827,1742145.7827
000537.SZ,20251203,8.41,17.2324,19.3425,0.8726,4.5258,3.7593,2.1403,2.9132,1738012.578,1738012.578
000537.SZ,20251202,8.39,17.1914,19.2965,0.8706,4.5151,3.7503,2.1454,2.9201,1733879.3733,1733879.3733
000537.SZ,20251201,8.39,17.1914,19.2965,0.8706,4.5151,3.7503,2.1454,2.9201,1733879.3733,1733879.3733
000537.SZ,20251128,8.34,17.089,19.1815,0.8654,4.4882,3.728,2.1583,2.9376,1723546.3616,1723546.3616
000537.SZ,20251127,8.31,17.0275,19.1125,0.8623,4.472,3.7146,2.1661,2.9483,1717346.5545,1717346.5545
000537.SZ,20251126,8.32,17.048,19.1355,0.8633,4.4774,3.719,2.1635,2.9447,1719413.1569,1719413.1569
000537.SZ,20251125,8.37,17.1504,19.2505,0.8685,4.5043,3.7414,2.1505,2.9271,1729746.1686,1729746.1686
000537.SZ,20251124,8.38,17.1709,19.2735,0.8695,4.5097,3.7459,2.148,2.9236,1731812.771,1731812.771
000537.SZ,20251121,8.34,17.089,19.1815,0.8654,4.4882,3.728,2.1583,2.9376,1723546.3616,1723546.3616
000537.SZ,20251120,8.62,17.6627,19.8254,0.8944,4.6388,3.8531,2.0882,2.8422,1781411.2274,1781411.2274
000537.SZ,20251119,8.63,17.6832,19.8484,0.8955,4.6442,3.8576,2.0857,2.8389,1783477.8298,1783477.8298
000537.SZ,20251118,8.65,17.7242,19.8944,0.8975,4.655,3.8666,2.0809,2.8324,1787611.0345,1787611.0345
000537.SZ,20251117,8.71,17.8471,20.0324,0.9038,4.6873,3.8934,2.0666,2.8129,1800010.6486,1800010.6486
000537.SZ,20251114,8.88,18.1954,20.4234,0.9214,4.7788,3.9694,2.027,2.759,1835142.8886,1835142.8886
000537.SZ,20251113,8.88,18.1954,20.4234,0.9214,4.7788,3.9694,2.027,2.759,1835142.8886,1835142.8886
000537.SZ,20251112,8.87,18.175,20.4004,0.9204,4.7734,3.9649,2.0293,2.7621,1833076.2862,1833076.2862
000537.SZ,20251111,8.91,18.2569,20.4924,0.9245,4.7949,3.9828,2.0202,2.7497,1841342.6956,1841342.6956
000537.SZ,20251110,8.87,18.175,20.4004,0.9204,4.7734,3.9649,2.0293,2.7621,1833076.2862,1833076.2862
000537.SZ,20251107,8.82,18.0725,20.2854,0.9152,4.7465,3.9425,2.0408,2.7778,1822743.2745,1822743.2745
000537.SZ,20251106,8.79,18.011,20.2164,0.9121,4.7303,3.9291,2.0478,2.7873,1816543.4674,1816543.4674
000537.SZ,20251105,8.71,17.8471,20.0324,0.9038,4.6873,3.8934,2.0666,2.8129,1800010.6486,1800010.6486
000537.SZ,20251104,8.63,17.6832,19.8484,0.8955,4.6442,3.8576,2.0857,2.8389,1783477.8298,1783477.8298
000537.SZ,20251103,8.66,17.7447,19.9174,0.8986,4.6604,3.871,2.0785,2.8291,1789677.6368,1789677.6368
000537.SZ,20251031,8.71,17.8471,20.0324,0.9038,4.6873,3.8934,2.0666,2.8129,1800010.6486,1800010.6486
000537.SZ,20251030,8.79,18.011,20.2164,0.9121,4.7303,3.9291,2.0478,2.7873,1816543.4674,1816543.4674
000537.SZ,20251029,8.8,18.0315,20.2394,0.9131,4.7357,3.9336,2.0455,2.7841,1818610.0698,1818610.0698
000537.SZ,20251028,8.77,17.97,20.1704,0.91,4.7196,3.9202,2.0525,2.7936,1812410.2627,1812410.2627
000537.SZ,20251027,8.87,18.175,20.4004,0.9161,4.7734,3.9649,2.0293,2.2548,1833076.2862,1833076.2862
000537.SZ,20251024,8.89,18.2159,15.8079,0.9272,4.7841,4.2052,2.0247,2.2497,1837209.4909,1837209.4909
000537.SZ,20251023,8.96,18.3594,15.9323,0.9345,4.8218,4.2383,2.0089,2.2321,1851675.7074,1851675.7074
000537.SZ,20251022,8.84,18.1135,15.7189,0.9219,4.7572,4.1815,2.0362,2.2624,1826876.4792,1826876.4792
000537.SZ,20251021,8.87,18.175,15.7723,0.9251,4.7734,4.1957,2.0293,2.2548,1833076.2862,1833076.2862
000537.SZ,20251020,8.76,17.9496,15.5767,0.9136,4.7142,4.1437,2.0548,2.2831,1810343.6604,1810343.6604
000537.SZ,20251017,8.85,18.134,15.7367,0.923,4.7626,4.1862,2.0339,2.2599,1828943.0815,1828943.0815
000537.SZ,20251016,8.84,18.1135,15.7189,0.9219,4.7572,4.1815,2.0362,2.2624,1826876.4792,1826876.4792
000537.SZ,20251015,9.0,18.4413,16.0035,0.9386,4.8433,4.2572,2.0,2.2222,1859942.1168,1859942.1168
000537.SZ,20251014,9.37,19.1995,16.6614,0.9772,5.0424,4.4322,1.921,2.1345,1936406.4038,1936406.4038
000537.SZ,20251013,9.31,19.0765,16.5547,0.971,5.0102,4.4038,1.9334,2.1482,1924006.7897,1924006.7897
000537.SZ,20251010,9.49,19.4454,16.8748,0.9897,5.107,4.489,1.8967,2.1075,1961205.632,1961205.632
000537.SZ,20251009,9.42,19.3019,16.7503,0.9824,5.0694,4.4559,1.9108,2.1231,1946739.4156,1946739.4156
000537.SZ,20250930,9.1,18.6462,16.1813,0.9491,4.8971,4.3045,1.978,2.1978,1880608.1403,1880608.1403
000537.SZ,20250929,9.11,18.6667,16.1991,0.9501,4.9025,4.3092,1.9759,2.1954,1882674.7427,1882674.7427
000537.SZ,20250926,9.03,18.5028,16.0568,0.9418,4.8595,4.2714,1.9934,2.2148,1866141.9239,1866141.9239
000537.SZ,20250925,8.88,18.1954,15.7901,0.9261,4.7788,4.2004,2.027,2.2523,1835142.8886,1835142.8886
000537.SZ,20250924,8.94,18.3184,15.8968,0.9324,4.811,4.2288,2.0134,2.2371,1847542.5027,1847542.5027
000537.SZ,20250923,8.93,18.2979,15.879,0.9313,4.8057,4.2241,2.0157,2.2396,1845475.9003,1845475.9003
000537.SZ,20250922,8.88,18.1954,15.7901,0.9261,4.7788,4.2004,2.027,2.2523,1835142.8886,1835142.8886
000537.SZ,20250919,8.88,18.1954,15.7901,0.9261,4.7788,4.2004,2.027,2.2523,1835142.8886,1835142.8886
000537.SZ,20250918,8.9,18.2364,15.8256,0.9282,4.7895,4.2099,2.0225,2.2472,1839276.0933,1839276.0933
000537.SZ,20250917,9.04,18.5233,16.0746,0.9428,4.8649,4.2761,1.9912,2.2124,1868208.5262,1868208.5262
000537.SZ,20250916,9.0,18.4413,16.0035,0.9386,4.8433,4.2572,2.0,2.2222,1859942.1168,1859942.1168
000537.SZ,20250915,9.09,18.6257,16.1635,0.948,4.8918,4.2998,1.9802,2.2002,1878541.538,1878541.538
000537.SZ,20250912,9.18,18.8102,16.3235,0.9574,4.9402,4.3423,1.9608,2.1786,1897140.9591,1897140.9591
000537.SZ,20250911,9.3,19.056,16.5369,0.9699,5.0048,4.3991,1.9355,2.1505,1921940.1874,1921940.1874
000537.SZ,20250910,9.27,18.9946,16.4836,0.9668,4.9886,4.3849,1.9417,2.1575,1915740.3803,1915740.3803
000537.SZ,20250909,9.32,19.097,16.5725,0.972,5.0155,4.4086,1.9313,2.1459,1926073.3921,1926073.3921
000537.SZ,20250908,9.38,19.22,16.6792,0.9783,5.0478,4.4369,1.919,2.1322,1938473.0062,1938473.0062
000537.SZ,20250905,9.05,18.5438,16.0924,0.9438,4.8702,4.2808,1.989,2.2099,1870275.1286,1870275.1286
000537.SZ,20250904,8.8,18.0315,15.6478,0.9178,4.7357,4.1626,2.0455,2.2727,1818610.0698,1818610.0698
000537.SZ,20250903,8.81,18.052,15.6656,0.9188,4.7411,4.1673,2.0431,2.2701,1820676.6721,1820676.6721
000537.SZ,20250902,8.87,18.175,15.7723,0.9251,4.7734,4.1957,2.0293,2.2548,1833076.2862,1833076.2862
000537.SZ,20250901,8.93,18.2979,15.879,0.9313,4.8057,4.2241,2.0157,2.2396,1845475.9003,1845475.9003
000537.SZ,20250829,8.9,18.2364,15.8256,0.9282,4.7895,4.2099,2.0225,2.2472,1839276.0933,1839276.0933
000537.SZ,20250828,9.05,18.5438,17.0686,0.9619,4.8702,4.6643,1.989,2.2099,1870275.1286,1870275.1286
000537.SZ,20250827,8.92,18.2774,16.8234,0.948,4.8003,4.5973,2.0179,2.2422,1843409.298,1843409.298
000537.SZ,20250826,9.1,18.6462,17.1629,0.9672,4.8971,4.69,1.978,2.1978,1880608.1403,1880608.1403
000537.SZ,20250825,9.12,18.6872,17.2006,0.9693,4.9079,4.7003,1.9737,2.193,1884741.345,1884741.345
000537.SZ,20250822,9.05,18.5438,17.0686,0.9619,4.8702,4.6643,1.989,2.2099,1870275.1286,1870275.1286
000537.SZ,20250821,9.07,18.5848,17.1063,0.964,4.881,4.6746,1.9846,2.2051,1874408.3333,1874408.3333
000537.SZ,20250820,9.04,18.5233,17.0498,0.9608,4.8649,4.6591,1.9912,2.2124,1868208.5262,1868208.5262
000537.SZ,20250819,9.01,18.4618,16.9932,0.9576,4.8487,4.6436,1.9978,2.2198,1862008.7192,1862008.7192
000537.SZ,20250818,9.02,18.4823,17.012,0.9587,4.8541,4.6488,1.9956,2.2173,1864075.3215,1864075.3215
000537.SZ,20250815,8.91,18.2569,16.8046,0.947,4.7949,4.5921,2.0202,2.2447,1841342.6956,1841342.6956
000537.SZ,20250814,8.81,18.052,16.616,0.9363,4.7411,4.5406,2.0431,2.2701,1820676.6721,1820676.6721
000537.SZ,20250813,8.95,18.3389,16.88,0.9512,4.8164,4.6127,2.0112,2.2346,1849609.105,1849609.105
000537.SZ,20250812,8.79,18.011,16.5782,0.9342,4.7303,4.5303,2.0478,2.2753,1816543.4674,1816543.4674
000537.SZ,20250811,8.79,18.011,16.5782,0.9342,4.7303,4.5303,2.0478,2.2753,1816543.4674,1816543.4674
000537.SZ,20250808,8.79,18.011,16.5782,0.9342,4.7303,4.5303,2.0478,2.2753,1816543.4674,1816543.4674
000537.SZ,20250807,8.69,17.8061,16.3896,0.9236,4.6765,4.4787,2.0713,2.3015,1795877.4439,1795877.4439
000537.SZ,20250806,8.72,17.8676,16.4462,0.9268,4.6926,4.4942,2.0642,2.2936,1802077.2509,1802077.2509
000537.SZ,20250805,8.67,17.7651,16.3519,0.9215,4.6657,4.4684,2.0761,2.3068,1791744.2392,1791744.2392
000537.SZ,20250804,8.68,17.7856,16.3708,0.9225,4.6711,4.4736,2.0737,2.3041,1793810.8415,1793810.8415
000537.SZ,20250801,8.69,17.8061,16.3896,0.9236,4.6765,4.4787,2.0713,2.3015,1795877.4439,1795877.4439
000537.SZ,20250731,8.64,17.7037,16.2953,0.9183,4.6496,4.453,2.0833,2.3148,1785544.4321,1785544.4321
000537.SZ,20250730,8.86,18.1545,16.7103,0.9417,4.768,4.5663,2.0316,2.2573,1831009.6839,1831009.6839
000537.SZ,20250729,8.84,18.1135,16.6725,0.9395,4.7572,4.556,2.0362,2.2624,1826876.4792,1826876.4792
000537.SZ,20250728,8.83,18.093,16.6537,0.9385,4.7518,4.5509,2.0385,2.265,1824809.8768,1824809.8768
000537.SZ,20250725,8.83,18.093,16.6537,0.9385,4.7518,4.5509,2.0385,2.265,1824809.8768,1824809.8768
000537.SZ,20250724,8.9,18.2364,16.7857,0.9459,4.7895,4.587,2.0225,2.2472,1839276.0933,1839276.0933
000537.SZ,20250723,8.75,17.9291,16.5028,0.93,4.7088,4.5096,2.0571,2.2857,1808277.058,1808277.058
000537.SZ,20250722,8.87,18.175,16.7291,0.9427,4.7734,4.5715,2.0293,2.2548,1833076.2862,1833076.2862
000537.SZ,20250721,8.77,17.97,16.5405,0.9321,4.7196,4.52,2.0525,2.2805,1812410.2627,1812410.2627
000537.SZ,20250718,8.63,17.6832,16.2765,0.9172,4.6442,4.4478,2.0857,2.3175,1783477.8298,1783477.8298
000537.SZ,20250717,8.58,17.5807,16.1822,0.9119,4.6173,4.422,2.0979,2.331,1773144.818,1773144.818
000537.SZ,20250716,8.56,17.5398,16.1445,0.9098,4.6065,4.4117,2.1028,2.3364,1769011.6133,1769011.6133
000537.SZ,20250715,8.64,17.7037,16.2953,0.9183,4.6496,4.453,2.0833,2.3148,1785544.4321,1785544.4321
000537.SZ,20250714,8.67,17.7651,16.3519,0.9215,4.6657,4.4684,2.0761,2.3068,1791744.2392,1791744.2392
000537.SZ,20250711,8.6,17.6217,16.2199,0.914,4.6281,4.4323,2.093,2.3256,1777278.0227,1777278.0227
000537.SZ,20250710,8.63,17.6832,16.2765,0.9172,4.6442,4.4478,2.0857,2.3175,1783477.8298,1783477.8298
000537.SZ,20250709,8.58,17.5807,16.1822,0.9119,4.6173,4.422,2.0979,2.331,1773144.818,1773144.818
000537.SZ,20250708,8.52,17.4578,16.069,0.9055,4.585,4.3911,2.1127,2.3474,1760745.2039,1760745.2039
000537.SZ,20250707,8.59,17.6012,16.201,0.913,4.6227,4.4272,2.0955,2.3283,1775211.4204,1775211.4204
000537.SZ,20250704,8.46,17.3348,15.9559,0.8991,4.5527,4.3602,2.1277,2.3641,1748345.5898,1748345.5898
000537.SZ,20250703,8.5,17.4168,16.0313,0.9034,4.5743,4.3808,2.1176,2.3529,1756611.9992,1756611.9992
000537.SZ,20250702,8.4,17.2119,15.8427,0.8928,4.5204,4.3293,2.1429,2.381,1735945.9757,1735945.9757
000537.SZ,20250701,8.39,17.1914,15.8238,0.8917,4.5151,4.3241,2.1454,2.3838,1733879.3733,1733879.3733
000537.SZ,20250630,8.36,17.1299,15.7672,0.8885,4.4989,4.3086,2.1531,2.3923,1727679.5663,1727679.5663
000537.SZ,20250627,8.25,16.9046,15.5598,0.8768,4.4397,4.2519,2.1818,2.4242,1704946.9404,1704946.9404
